longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,predicted_house_value,abs_error,pct_error
-118.05,34.11,42.0,3677.0,627.0,1779.0,622.0,5.1509,426500.0,INLAND,395101.01,31398.98999999999,7.362014067995308
-117.81,33.64,4.0,1741.0,225.0,811.0,233.0,12.3411,500001.0,<1H OCEAN,478954.37,21046.630000000005,4.2093175813648385
-122.37,37.58,52.0,1900.0,290.0,665.0,276.0,4.5486,500001.0,NEAR OCEAN,420344.18,79656.82,15.931332137335726
-122.1,39.47,43.0,1320.0,215.0,512.0,197.0,2.4917,77100.0,INLAND,74594.0,2506.0,3.250324254215305
-117.69,33.51,4.0,1223.0,275.0,505.0,244.0,4.6607,173000.0,<1H OCEAN,323287.3,150287.3,86.87127167630058
-118.25,34.07,47.0,2059.0,618.0,2033.0,544.0,1.9028,217900.0,<1H OCEAN,183047.0,34853.0,15.994951812758146
-117.1,34.57,6.0,5110.0,1044.0,1938.0,724.0,3.1917,112800.0,INLAND,124635.0,11835.0,10.492021276595745
-120.64,35.15,7.0,7922.0,1442.0,2863.0,1197.0,4.849,275000.0,<1H OCEAN,271769.01,3230.9899999999907,1.1749054545454511
-122.12,37.44,33.0,1509.0,303.0,748.0,268.0,4.875,373400.0,NEAR BAY,289652.17,83747.83000000002,22.42844938403857
-118.39,34.03,19.0,1450.0,509.0,746.0,437.0,3.1415,55000.0,<1H OCEAN,312667.06,257667.06,468.4855636363636
-123.41,40.07,17.0,449.0,151.0,141.0,53.0,0.8362,87500.0,INLAND,61079.97,26420.03,30.194319999999998
-117.39,34.07,26.0,1387.0,277.0,664.0,239.0,3.0278,96800.0,INLAND,111037.0,14237.0,14.707644628099173
-116.48,33.79,14.0,9425.0,2020.0,1711.0,1000.0,2.6298,145200.0,INLAND,125251.0,19949.0,13.738980716253444
-121.63,36.71,19.0,5015.0,1013.0,3251.0,940.0,3.9818,152900.0,<1H OCEAN,221679.0,68779.0,44.98299542184434
-118.33,34.1,30.0,5293.0,2446.0,4123.0,2127.0,1.51,187500.0,<1H OCEAN,254919.07,67419.07,35.95683733333333
-118.49,34.18,31.0,3073.0,674.0,1486.0,684.0,4.8984,311700.0,<1H OCEAN,271879.0,39821.0,12.775425088225859
-122.49,38.22,33.0,1486.0,290.0,781.0,274.0,3.5647,251800.0,NEAR BAY,252178.01,378.0100000000093,0.1501231135822118
-118.14,34.13,16.0,3569.0,821.0,1505.0,783.0,4.9167,251100.0,<1H OCEAN,330031.11,78931.10999999999,31.43413381123058
-118.14,33.97,31.0,2064.0,612.0,2461.0,573.0,2.0524,160800.0,<1H OCEAN,165191.0,4391.0,2.7307213930348255
-117.13,32.75,50.0,1476.0,354.0,698.0,354.0,3.0,168800.0,NEAR OCEAN,201413.01,32613.01000000001,19.320503554502373
-118.44,34.28,46.0,11.0,11.0,24.0,13.0,2.875,162500.0,<1H OCEAN,249196.1,86696.1,53.35144615384616
-118.16,33.97,30.0,2419.0,715.0,3208.0,719.0,2.1743,176000.0,<1H OCEAN,164382.0,11618.0,6.601136363636363
-117.47,34.06,33.0,1379.0,273.0,884.0,229.0,2.7574,125000.0,INLAND,103966.0,21034.0,16.8272
-118.43,34.24,36.0,1379.0,265.0,896.0,246.0,4.6827,183800.0,<1H OCEAN,201258.02,17458.01999999999,9.49837867247007
-120.93,39.9,20.0,1511.0,328.0,791.0,320.0,2.0221,70900.0,INLAND,78916.0,8016.0,11.306064880112835
-120.97,37.61,16.0,1326.0,375.0,884.0,375.0,1.871,103900.0,INLAND,120054.0,16154.0,15.54764196342637
-123.01,38.79,32.0,2697.0,529.0,1417.0,535.0,3.2546,134100.0,<1H OCEAN,159719.0,25619.0,19.10439970171514
-120.6,34.91,44.0,711.0,140.0,384.0,116.0,2.1094,73800.0,NEAR OCEAN,161550.01,87750.01000000001,118.90245257452577
-122.69,38.44,31.0,1808.0,315.0,691.0,280.0,3.8583,193200.0,<1H OCEAN,179123.0,14077.0,7.286231884057972
-117.33,33.97,8.0,152.0,19.0,1275.0,20.0,1.625,162500.0,INLAND,127911.0,34589.0,21.28553846153846
-120.38,36.15,17.0,2279.0,448.0,1200.0,420.0,2.7461,70000.0,INLAND,73785.0,3785.0,5.407142857142857
-117.05,32.76,46.0,1887.0,359.0,795.0,358.0,3.25,159600.0,NEAR OCEAN,163287.0,3687.0,2.3101503759398496
-118.03,34.1,32.0,2668.0,609.0,1512.0,541.0,2.9422,233100.0,INLAND,195177.0,37923.0,16.26898326898327
-124.14,41.06,32.0,1020.0,215.0,421.0,198.0,3.0208,143400.0,NEAR OCEAN,93141.0,50259.0,35.04811715481171
-118.22,34.14,52.0,1388.0,271.0,735.0,239.0,3.7404,247700.0,<1H OCEAN,266836.0,19136.0,7.725474364150181
-118.31,33.72,26.0,2711.0,508.0,1372.0,459.0,4.1451,326700.0,NEAR OCEAN,322593.0,4107.0,1.2571166207529845
-120.71,38.85,8.0,1877.0,479.0,884.0,323.0,3.4688,120100.0,INLAND,132026.0,11926.0,9.930058284762698
-120.98,39.08,20.0,4570.0,906.0,2125.0,815.0,3.0403,148000.0,INLAND,127929.0,20071.0,13.561486486486487
-117.78,34.07,18.0,3610.0,772.0,2899.0,765.0,3.9784,113500.0,INLAND,156891.0,43391.0,38.22995594713656
-118.27,34.06,30.0,1771.0,788.0,2188.0,764.0,1.5885,154200.0,<1H OCEAN,201466.0,47266.0,30.652399481193253
-118.32,34.01,50.0,1842.0,377.0,817.0,341.0,3.1548,157700.0,<1H OCEAN,152855.0,4845.0,3.072289156626506
-122.39,38.0,33.0,44.0,6.0,23.0,11.0,4.125,212500.0,NEAR BAY,252766.03,40266.03,18.948719999999998
-117.9,33.66,4.0,456.0,91.0,623.0,84.0,6.6369,192600.0,<1H OCEAN,289945.03,97345.03000000003,50.54259086188995
-117.24,32.83,18.0,3109.0,501.0,949.0,368.0,7.4351,445700.0,NEAR OCEAN,365230.04,80469.96000000002,18.054736369755446
-121.94,38.27,35.0,10869.0,2226.0,9879.0,2152.0,2.5681,81300.0,INLAND,115178.0,33878.0,41.67035670356704
-117.15,33.7,2.0,6305.0,1265.0,2489.0,1152.0,3.1319,111500.0,INLAND,144114.0,32614.0,29.250224215246632
-118.53,34.18,16.0,7194.0,1976.0,3687.0,1894.0,3.1887,189300.0,<1H OCEAN,212645.0,23345.0,12.332276809297412
-117.99,33.7,25.0,2017.0,357.0,1063.0,369.0,4.0345,229400.0,<1H OCEAN,218934.0,10466.0,4.562336530078466
-122.43,37.77,52.0,2714.0,779.0,1438.0,733.0,3.6031,275000.0,NEAR BAY,410831.14,135831.14,49.393141818181824
-122.21,37.47,33.0,1266.0,415.0,1991.0,334.0,2.92,202800.0,NEAR OCEAN,209755.0,6955.0,3.4294871794871797
-119.43,36.55,27.0,1621.0,323.0,882.0,324.0,2.75,93500.0,INLAND,79512.0,13988.0,14.960427807486631
-118.09,34.17,36.0,2875.0,552.0,1131.0,458.0,4.3083,269300.0,INLAND,301408.0,32108.0,11.922762718158188
-121.4,38.49,12.0,7290.0,1283.0,3960.0,1248.0,3.5968,106300.0,INLAND,121466.0,15166.0,14.26716839134525
-117.04,32.64,5.0,2329.0,542.0,1213.0,514.0,4.0298,225600.0,NEAR OCEAN,146349.0,79251.0,35.12898936170213
-119.69,36.25,35.0,2011.0,349.0,970.0,300.0,2.395,94100.0,INLAND,75754.0,18346.0,19.49628055260361
-119.8,36.74,25.0,1717.0,542.0,1343.0,471.0,0.799,51800.0,INLAND,63260.0,11460.0,22.123552123552123
-118.36,34.13,36.0,6871.0,1180.0,2216.0,1130.0,8.0499,495600.0,<1H OCEAN,495511.91,88.09000000002561,0.017774414850691207
-118.23,34.14,39.0,277.0,89.0,182.0,91.0,2.3958,175000.0,<1H OCEAN,191106.07,16106.070000000007,9.203468571428576
-117.95,33.81,33.0,1724.0,291.0,943.0,285.0,5.118,195200.0,<1H OCEAN,223013.0,27813.0,14.248463114754099
-119.19,34.28,28.0,3231.0,524.0,1665.0,540.0,4.8583,224200.0,NEAR OCEAN,242444.01,18244.01000000001,8.137381801962537
-121.83,37.34,21.0,6404.0,1232.0,6047.0,1235.0,4.2098,193400.0,<1H OCEAN,224797.02,31397.01999999999,16.234239917269903
-121.93,38.31,25.0,185.0,32.0,85.0,32.0,4.875,250000.0,INLAND,139585.0,110415.0,44.166
-119.7,36.3,10.0,956.0,201.0,693.0,220.0,2.2895,62000.0,INLAND,69312.0,7312.0,11.793548387096774
-122.22,37.85,28.0,5287.0,1048.0,2031.0,956.0,5.457,337300.0,NEAR BAY,334763.03,2536.969999999972,0.7521405277201221
-118.36,34.04,48.0,1769.0,429.0,993.0,405.0,2.3214,139400.0,<1H OCEAN,169942.01,30542.01000000001,21.909619799139175
-122.41,37.79,52.0,6016.0,2509.0,3436.0,2119.0,2.5166,275000.0,NEAR BAY,299421.13,24421.130000000005,8.88041090909091
-122.71,37.9,23.0,1250.0,257.0,437.0,188.0,3.115,242600.0,NEAR OCEAN,370768.03,128168.03000000003,52.83100989282771
-120.65,35.27,15.0,2365.0,538.0,1446.0,490.0,2.5129,225900.0,NEAR OCEAN,200947.0,24953.0,11.046038069942453
-118.36,33.89,40.0,756.0,122.0,371.0,130.0,5.0299,329200.0,<1H OCEAN,235929.01,93270.98999999999,28.332621506682866
-116.12,33.53,17.0,2421.0,820.0,2971.0,685.0,1.654,100000.0,INLAND,69619.0,30381.0,30.381000000000004
-121.0,37.66,43.0,2369.0,413.0,944.0,422.0,3.2632,138100.0,INLAND,133749.0,4351.0,3.150615496017379
-122.46,37.74,51.0,1905.0,291.0,707.0,284.0,6.2561,431000.0,NEAR BAY,427418.28,3581.719999999972,0.8310255220417568
-121.24,37.94,5.0,2232.0,488.0,1857.0,435.0,2.8705,113600.0,INLAND,119421.0,5821.0,5.124119718309859
-121.49,38.55,51.0,4280.0,632.0,1486.0,621.0,5.0359,224100.0,INLAND,217061.0,7039.0,3.141008478357876
-122.41,37.8,52.0,1999.0,642.0,1846.0,620.0,1.9145,225000.0,NEAR BAY,254463.04,29463.040000000008,13.094684444444448
-118.11,33.83,37.0,1249.0,202.0,517.0,189.0,4.4196,223100.0,<1H OCEAN,223828.0,728.0,0.32631107126848946
-118.18,33.77,41.0,2048.0,601.0,852.0,533.0,2.5726,193800.0,NEAR OCEAN,209562.0,15762.0,8.13312693498452
-118.28,34.03,40.0,2118.0,796.0,2195.0,658.0,1.7976,164600.0,<1H OCEAN,152811.0,11789.0,7.162211421628189
-117.32,34.09,30.0,1129.0,251.0,1034.0,237.0,2.3917,78600.0,INLAND,86324.0,7724.0,9.826972010178118
-117.32,33.23,24.0,2580.0,604.0,982.0,569.0,1.6402,169300.0,NEAR OCEAN,185747.08,16447.079999999987,9.71475487300649
-117.65,33.6,13.0,2319.0,430.0,1004.0,380.0,5.133,316100.0,<1H OCEAN,263246.06,52853.94,16.720639038279025
-120.7,35.55,10.0,3979.0,761.0,1834.0,671.0,3.5,172100.0,<1H OCEAN,204912.0,32812.0,19.06565950029053
-116.89,33.92,10.0,2653.0,621.0,1967.0,598.0,2.6643,81000.0,INLAND,94172.0,13172.0,16.261728395061727
-122.49,37.54,15.0,3456.0,545.0,1527.0,535.0,6.3256,368000.0,NEAR OCEAN,414187.22,46187.21999999997,12.550874999999992
-119.3,38.26,19.0,3325.0,660.0,750.0,286.0,2.9509,114800.0,INLAND,127014.0,12214.0,10.639372822299652
-121.11,38.04,32.0,1083.0,188.0,471.0,178.0,2.9241,187500.0,INLAND,113994.0,73506.0,39.2032
-117.87,33.61,25.0,2267.0,359.0,866.0,348.0,7.79,500001.0,<1H OCEAN,348276.09,151724.90999999997,30.344921310157375
-118.28,34.04,19.0,460.0,241.0,890.0,229.0,1.6089,162500.0,<1H OCEAN,173794.01,11294.01000000001,6.950160000000006
-117.78,33.69,16.0,4702.0,806.0,2529.0,814.0,5.1299,238900.0,<1H OCEAN,241987.01,3087.0100000000093,1.2921766429468435
-118.85,35.2,17.0,2783.0,678.0,2566.0,641.0,1.9907,51200.0,INLAND,59665.0,8465.0,16.533203125
-121.55,38.51,22.0,2403.0,431.0,1088.0,421.0,3.9,146900.0,INLAND,152620.0,5720.0,3.893805309734513
-118.08,34.11,42.0,2628.0,525.0,1494.0,523.0,3.9464,257200.0,<1H OCEAN,242331.0,14869.0,5.781104199066874
-121.35,38.6,27.0,4314.0,611.0,1662.0,575.0,5.0997,170100.0,INLAND,179584.0,9484.0,5.57554379776602
-122.33,37.58,28.0,2784.0,736.0,1534.0,685.0,3.38,285400.0,NEAR OCEAN,330158.0,44758.0,15.682550805886475
-117.88,33.77,31.0,2549.0,355.0,1044.0,362.0,6.9737,288800.0,<1H OCEAN,348982.01,60182.01000000001,20.83864612188366
-119.84,36.75,34.0,1186.0,300.0,774.0,271.0,1.575,57100.0,INLAND,54197.0,2903.0,5.084063047285464
-118.29,33.96,32.0,3508.0,917.0,2794.0,839.0,1.554,100000.0,<1H OCEAN,117278.0,17278.0,17.278
-117.87,33.88,24.0,2655.0,702.0,1519.0,708.0,3.3036,183900.0,<1H OCEAN,205334.0,21434.0,11.655247417074497
-118.21,34.65,17.0,4001.0,814.0,2313.0,756.0,3.0441,140100.0,INLAND,109375.0,30725.0,21.930763740185583
-118.11,34.01,22.0,1141.0,332.0,1189.0,321.0,2.2042,162500.0,<1H OCEAN,158810.0,3690.0,2.270769230769231
-122.19,37.75,36.0,1126.0,263.0,482.0,150.0,1.9167,82800.0,NEAR BAY,85281.0,2481.0,2.9963768115942027
-118.39,34.21,14.0,2807.0,868.0,2729.0,803.0,2.6667,172400.0,<1H OCEAN,181839.0,9439.0,5.475058004640371
-116.61,33.04,11.0,2522.0,538.0,616.0,269.0,3.875,198100.0,INLAND,171504.06,26595.940000000002,13.42551236749117
-118.15,35.06,15.0,1069.0,296.0,569.0,263.0,2.0441,73300.0,INLAND,73138.99,161.00999999999476,0.21965893587993826
-118.49,34.21,25.0,1131.0,449.0,746.0,420.0,1.3565,225000.0,<1H OCEAN,198498.0,26502.0,11.778666666666666
-117.7,33.63,16.0,4428.0,745.0,1525.0,682.0,5.2325,286800.0,<1H OCEAN,225913.01,60886.98999999999,21.229773361227334
-117.29,33.24,5.0,3109.0,634.0,1823.0,578.0,3.1875,153800.0,<1H OCEAN,159453.03,5653.029999999999,3.675572171651495
-121.34,37.96,27.0,1839.0,442.0,2010.0,416.0,2.1284,59400.0,INLAND,72030.0,12630.0,21.262626262626263
-117.01,32.99,8.0,3372.0,430.0,1536.0,448.0,8.4284,378300.0,<1H OCEAN,394632.05,16332.049999999988,4.317221781654768
-117.69,34.07,35.0,3222.0,559.0,1970.0,550.0,3.7083,131000.0,INLAND,136403.0,5403.0,4.12442748091603
-122.07,37.64,25.0,4524.0,860.0,2426.0,862.0,4.7083,190900.0,NEAR BAY,225945.0,35045.0,18.357778941854374
-122.12,37.7,17.0,2488.0,617.0,1287.0,538.0,2.9922,179900.0,NEAR BAY,180881.0,981.0,0.5453029460811563
-120.81,37.53,15.0,570.0,123.0,189.0,107.0,1.875,181300.0,INLAND,109565.0,71735.0,39.567015995587425
-122.45,37.81,52.0,1375.0,322.0,287.0,184.0,3.9028,500001.0,NEAR BAY,487089.75,12911.25,2.5822448355103287
-117.21,32.86,26.0,1352.0,202.0,654.0,217.0,5.3693,260700.0,NEAR OCEAN,291848.03,31148.030000000028,11.947844265439214
-117.79,33.68,10.0,2106.0,319.0,1002.0,332.0,8.735,375300.0,<1H OCEAN,358833.03,16466.969999999972,4.387681854516379
-121.81,37.31,14.0,2731.0,578.0,1109.0,551.0,3.1382,139700.0,<1H OCEAN,197811.0,58111.0,41.59699355762348
-118.17,33.98,41.0,428.0,111.0,585.0,139.0,3.1786,132100.0,<1H OCEAN,141708.0,9608.0,7.27327781983346
-122.29,37.89,52.0,2248.0,422.0,870.0,377.0,3.4732,246200.0,NEAR BAY,218474.0,27726.0,11.26157595450853
-118.22,33.98,34.0,2225.0,753.0,2980.0,736.0,1.6685,128800.0,<1H OCEAN,154417.0,25617.0,19.888975155279503
-118.3,34.09,29.0,3245.0,1190.0,3906.0,1102.0,2.1927,253300.0,<1H OCEAN,226281.0,27019.0,10.666798262929333
-118.15,34.2,52.0,1786.0,306.0,1018.0,322.0,4.1518,182100.0,INLAND,234952.0,52852.0,29.02361339923119
-117.23,32.72,38.0,2827.0,581.0,972.0,558.0,3.2361,500001.0,NEAR OCEAN,326028.07,173972.93,34.79451641096718
-117.55,33.87,18.0,8136.0,1584.0,4976.0,1516.0,3.9414,137100.0,INLAND,175166.0,38066.0,27.765134938001456
-117.69,34.01,30.0,2598.0,573.0,2170.0,518.0,2.3,95600.0,INLAND,118884.0,23284.0,24.355648535564853
-121.91,36.62,52.0,1431.0,300.0,657.0,293.0,3.2865,240100.0,<1H OCEAN,263297.04,23197.03999999998,9.66140774677217
-123.22,40.16,27.0,1848.0,449.0,396.0,150.0,2.8472,41300.0,INLAND,89537.0,48237.0,116.79661016949152
-118.14,34.04,43.0,1949.0,464.0,1216.0,457.0,3.3214,209300.0,<1H OCEAN,209800.0,500.0,0.23889154323936934
-119.74,36.75,47.0,2236.0,418.0,1042.0,397.0,2.9545,59600.0,INLAND,76452.0,16852.0,28.2751677852349
-118.18,34.05,38.0,3272.0,731.0,3299.0,726.0,2.8295,126500.0,<1H OCEAN,149377.0,22877.0,18.084584980237153
-122.13,37.68,45.0,2457.0,445.0,1129.0,422.0,4.0588,182800.0,NEAR BAY,199855.01,17055.01000000001,9.329874179431078
-118.23,34.66,25.0,2627.0,387.0,1059.0,338.0,3.6382,138200.0,INLAND,127988.0,10212.0,7.389290882778582
-118.33,33.9,21.0,6603.0,1984.0,5546.0,1745.0,2.6091,163900.0,<1H OCEAN,197907.0,34007.0,20.74862721171446
-122.34,37.95,44.0,1675.0,317.0,806.0,311.0,3.0694,135300.0,NEAR BAY,127825.0,7475.0,5.524759793052476
-118.19,34.03,50.0,1183.0,246.0,851.0,231.0,3.2639,142600.0,<1H OCEAN,156238.0,13638.0,9.563814866760168
-118.38,33.87,23.0,2387.0,418.0,1008.0,415.0,5.8518,337900.0,<1H OCEAN,337510.06,389.9400000000023,0.11540100621485715
-122.48,37.64,7.0,120.0,21.0,50.0,27.0,12.5,281000.0,NEAR OCEAN,289030.1,8030.099999999977,2.857686832740205
-122.41,37.79,52.0,2909.0,851.0,1711.0,830.0,3.0296,500001.0,NEAR BAY,352098.12,147902.88,29.580516838966325
-122.22,38.1,44.0,2256.0,451.0,1057.0,426.0,3.1204,110800.0,NEAR BAY,128556.0,17756.0,16.025270758122744
-121.83,37.95,17.0,1133.0,244.0,716.0,235.0,2.875,162500.0,INLAND,131395.0,31105.0,19.141538461538463
-117.71,33.51,12.0,4676.0,698.0,1543.0,598.0,6.379,500001.0,<1H OCEAN,319534.01,180466.99,36.09332581334837
-117.23,33.1,4.0,1862.0,291.0,685.0,248.0,7.745,237400.0,NEAR OCEAN,370038.15,132638.15000000002,55.871166807076676
-121.25,38.67,14.0,6155.0,1034.0,2407.0,941.0,4.2262,244300.0,INLAND,174553.0,69747.0,28.54973393368809
-117.8,33.67,4.0,3345.0,552.0,1525.0,539.0,6.7962,329100.0,<1H OCEAN,290346.0,38754.0,11.775752051048313
-122.0,39.94,27.0,852.0,176.0,464.0,148.0,1.7125,58200.0,INLAND,73669.0,15469.0,26.57903780068728
-120.3,38.9,11.0,1961.0,435.0,113.0,53.0,0.9227,95500.0,INLAND,134501.03,39001.03,40.83877486910995
-121.91,37.31,16.0,2962.0,898.0,1555.0,795.0,2.5804,216300.0,<1H OCEAN,187846.0,28454.0,13.154877484974573
-117.07,32.69,28.0,1485.0,275.0,820.0,283.0,4.069,153300.0,NEAR OCEAN,130086.0,23214.0,15.142857142857144
-117.0,32.8,29.0,2045.0,398.0,912.0,368.0,3.0189,144100.0,<1H OCEAN,164266.0,20166.0,13.994448299791811
-121.32,37.67,21.0,1494.0,271.0,781.0,255.0,4.3015,250000.0,INLAND,200283.0,49717.0,19.886799999999997
-119.23,34.44,34.0,3193.0,664.0,1434.0,627.0,2.4777,260300.0,<1H OCEAN,218606.0,41694.0,16.017671917018824
-122.43,37.77,52.0,2514.0,729.0,1428.0,597.0,2.3977,412500.0,NEAR BAY,311066.03,101433.96999999997,24.590053333333326
-122.02,37.31,35.0,2355.0,384.0,1248.0,378.0,5.9714,332500.0,<1H OCEAN,327003.0,5497.0,1.653233082706767
-121.38,36.84,6.0,3769.0,669.0,2061.0,648.0,4.1875,217600.0,INLAND,273630.0,56030.0,25.749080882352942
-117.28,34.12,47.0,2456.0,611.0,1653.0,512.0,1.3973,66100.0,INLAND,73854.0,7754.0,11.730711043872919
-117.08,33.04,10.0,2577.0,347.0,1193.0,365.0,6.53,264100.0,<1H OCEAN,284312.0,20212.0,7.653161681181371
-120.65,38.42,23.0,1538.0,305.0,730.0,267.0,2.6078,116700.0,INLAND,114298.0,2402.0,2.0582690659811482
-121.33,38.68,13.0,5826.0,1411.0,2244.0,1219.0,1.9093,142900.0,INLAND,113809.0,29091.0,20.357592722183345
-117.97,33.75,32.0,1564.0,270.0,973.0,290.0,3.75,190400.0,<1H OCEAN,187138.0,3262.0,1.713235294117647
-121.44,37.75,16.0,2229.0,458.0,1199.0,445.0,3.4821,170600.0,INLAND,134315.0,36285.0,21.26905041031653
-121.51,38.26,52.0,910.0,212.0,429.0,212.0,1.6458,52800.0,INLAND,107384.0,54584.0,103.37878787878788
-122.29,37.81,20.0,835.0,161.0,290.0,133.0,2.483,137500.0,NEAR BAY,115436.01,22063.990000000005,16.046538181818185
-122.08,37.65,17.0,5018.0,1439.0,3069.0,1299.0,2.7694,161900.0,NEAR BAY,169178.0,7278.0,4.4953675108091415
-122.49,37.78,47.0,2695.0,643.0,1505.0,644.0,3.0877,329100.0,NEAR BAY,350685.02,21585.02000000002,6.558802795502892
-120.42,38.42,18.0,2912.0,663.0,999.0,411.0,2.7344,91900.0,INLAND,113152.0,21252.0,23.125136017410227
-118.13,34.16,52.0,1872.0,357.0,984.0,364.0,4.0,250400.0,<1H OCEAN,253466.01,3066.0100000000093,1.2244448881789174
-117.01,34.9,36.0,2181.0,555.0,1404.0,492.0,2.3077,55500.0,INLAND,56177.97,677.9700000000012,1.2215675675675697
-117.24,32.74,43.0,2216.0,375.0,918.0,388.0,5.5289,297700.0,NEAR OCEAN,398172.33,100472.33000000002,33.74952300974135
-118.15,33.84,29.0,2448.0,354.0,894.0,349.0,7.6526,481300.0,<1H OCEAN,395494.18,85805.82,17.827928526906298
-118.01,33.94,36.0,1921.0,329.0,969.0,327.0,4.9191,188700.0,<1H OCEAN,220196.0,31496.0,16.69104398516163
-118.36,33.94,38.0,2169.0,688.0,3036.0,639.0,2.3125,148500.0,<1H OCEAN,170532.0,22032.0,14.836363636363636
-118.19,33.99,36.0,1273.0,379.0,1398.0,353.0,2.4516,147800.0,<1H OCEAN,153649.0,5849.0,3.957374830852503
-121.9,37.31,52.0,2125.0,431.0,1014.0,443.0,5.8186,281100.0,<1H OCEAN,410713.22,129613.21999999997,46.1092920668801
-118.43,34.29,38.0,1237.0,298.0,1073.0,293.0,3.6726,154600.0,<1H OCEAN,166609.0,12009.0,7.7677878395860285
-121.08,38.93,14.0,4239.0,824.0,1729.0,794.0,2.4278,167700.0,INLAND,141842.0,25858.0,15.419200954084674
-122.48,38.9,10.0,304.0,63.0,161.0,61.0,2.1964,112500.0,INLAND,105064.99,7435.009999999995,6.608897777777773
-122.18,37.91,31.0,7200.0,876.0,2428.0,843.0,10.9405,500001.0,NEAR BAY,496991.97,3009.030000000028,0.6018047963904127
-121.42,38.6,23.0,3713.0,1078.0,2194.0,1018.0,1.7451,89600.0,INLAND,91694.0,2094.0,2.3370535714285716
-117.17,32.72,44.0,626.0,256.0,572.0,229.0,1.5909,262500.0,NEAR OCEAN,153377.0,109123.0,41.57066666666667
-117.88,33.7,18.0,2135.0,373.0,1464.0,405.0,5.4836,225800.0,<1H OCEAN,250196.0,24396.0,10.804251550044288
-120.97,37.73,19.0,3725.0,543.0,1412.0,463.0,5.7476,248600.0,INLAND,211850.0,36750.0,14.782783588093324
-121.63,39.15,16.0,1547.0,418.0,940.0,400.0,1.5613,72500.0,INLAND,90429.0,17929.0,24.729655172413793
-120.27,37.12,42.0,1142.0,236.0,597.0,210.0,1.7279,52300.0,INLAND,71983.0,19683.0,37.634799235181646
-121.96,37.43,18.0,2514.0,578.0,2205.0,545.0,3.3859,158000.0,<1H OCEAN,216922.0,58922.0,37.29240506329114
-118.32,34.17,45.0,3448.0,690.0,1562.0,643.0,4.0648,258800.0,<1H OCEAN,279589.02,20789.02000000002,8.032851622874814
-117.95,33.78,26.0,4115.0,883.0,2184.0,825.0,3.9536,191000.0,<1H OCEAN,201441.0,10441.0,5.466492146596859
-121.87,37.3,14.0,360.0,124.0,134.0,84.0,2.7411,112500.0,<1H OCEAN,253103.13,140603.13,124.98056
-117.23,34.11,22.0,1162.0,221.0,995.0,244.0,2.5875,81300.0,INLAND,102279.0,20979.0,25.804428044280442
-117.96,33.85,36.0,1951.0,365.0,1254.0,358.0,4.8438,185700.0,<1H OCEAN,189458.0,3758.0,2.023694130317717
-122.42,37.79,52.0,2737.0,1241.0,1761.0,1029.0,1.8068,225000.0,NEAR BAY,348266.1,123266.09999999998,54.78493333333332
-120.08,39.23,19.0,1746.0,306.0,251.0,104.0,4.8182,146900.0,INLAND,173889.0,26989.0,18.372362151123216
-118.25,34.02,50.0,180.0,89.0,356.0,76.0,2.1944,158300.0,<1H OCEAN,99283.0,59017.0,37.281743524952624
-119.33,36.19,27.0,418.0,163.0,332.0,141.0,1.0714,63800.0,INLAND,61269.99,2530.010000000002,3.965532915360505
-120.56,35.07,14.0,6788.0,1216.0,2866.0,1036.0,3.3603,280200.0,<1H OCEAN,210195.0,70005.0,24.983940042826553
-117.1,32.58,17.0,2046.0,559.0,1585.0,530.0,2.25,132800.0,NEAR OCEAN,125952.0,6848.0,5.156626506024097
-118.2,34.13,30.0,3369.0,824.0,2032.0,795.0,4.0052,196400.0,<1H OCEAN,273732.02,77332.02000000002,39.37475560081467
-117.22,32.81,24.0,730.0,196.0,335.0,203.0,3.5078,362500.0,NEAR OCEAN,204713.03,157786.97,43.52744
-118.41,34.0,18.0,1307.0,441.0,884.0,456.0,2.9338,276300.0,<1H OCEAN,346492.11,70192.10999999999,25.404310532030394
-119.71,36.81,19.0,1648.0,368.0,557.0,354.0,1.7969,72800.0,INLAND,89460.99,16660.990000000005,22.885975274725283
-118.44,34.06,28.0,3910.0,959.0,1763.0,867.0,5.5,500001.0,<1H OCEAN,444095.64,55905.359999999986,11.18104963790072
-117.97,33.84,34.0,874.0,153.0,549.0,153.0,4.8667,186800.0,<1H OCEAN,193821.0,7021.0,3.758565310492505
-119.63,36.32,36.0,1518.0,287.0,749.0,255.0,2.2333,61000.0,INLAND,75776.0,14776.0,24.222950819672132
-118.53,34.04,45.0,1711.0,264.0,735.0,261.0,9.1078,500001.0,<1H OCEAN,497662.97,2338.030000000028,0.467605064789876
-117.93,34.07,36.0,1207.0,209.0,683.0,213.0,5.3559,207300.0,<1H OCEAN,221836.0,14536.0,7.012059816690787
-117.31,34.08,40.0,2011.0,495.0,1528.0,469.0,1.9375,69900.0,INLAND,77473.0,7573.0,10.834048640915594
-122.44,37.7,6.0,3523.0,664.0,1705.0,608.0,4.9318,258100.0,NEAR OCEAN,246581.0,11519.0,4.462998837659822
-122.04,37.34,23.0,2590.0,725.0,1795.0,680.0,3.16,225000.0,<1H OCEAN,258586.02,33586.01999999999,14.927119999999997
-121.26,38.65,17.0,2655.0,421.0,991.0,384.0,4.6484,270600.0,INLAND,174322.0,96278.0,35.579453067257944
